"logFC"	"logCPM"	"F"	"PValue"	"FDR"	"rank"
"MYO15B"	-0.365040932181814	4.57985629342683	32.1364717351247	0.173106144209699	0.65523858225689	0.761687517052327
"KLHL5"	-0.374795042397837	4.51156301193675	27.1488694645852	0.1729689908403	0.65523858225689	0.762031748397432
"CHSY1"	-0.223856667166689	5.91082789057546	19.3481295355557	0.17263715165684	0.654952383856562	0.762865738033742
"C6orf89"	-0.140337513054798	7.22693376319786	12.4055870076302	0.172573955395755	0.654952383856562	0.763024746751665
"ZNF230"	-0.515930895358651	3.70815294754724	37.4016277744012	0.17255815208391	0.654952383856562	0.76306451871716
"PIGC"	-0.298296306436467	5.12247303693806	26.4071312609435	0.172538691093119	0.654952383856562	0.763113500914992
"CCDC136"	-0.492763465328048	3.82132347748154	31.6797921847771	0.172306113135931	0.654727012131328	0.763699314228665
"SLC25A22"	-0.216149717797826	6.01272597363432	19.1982159395474	0.172017657722603	0.653802724305988	0.7644269701978
"CD47"	-0.217016221331446	6.00222733491889	19.0887092885599	0.171866511902347	0.65339997243211	0.764808737116576
"KCNB1"	-0.784923399667149	2.7822975458665	35.7852884435268	0.171702004733292	0.652946198383611	0.76522463413714
"ZNF358"	-0.453302758265733	4.03307153962461	29.5540643798865	0.171478647421082	0.652439936596602	0.765789950749678
"UNC45A"	-0.178187043936621	6.5590852717907	16.6921726083299	0.171300447812647	0.651933441122762	0.766241501702865
"HNRNPLL"	-0.20031614219762	6.23433402063538	15.7899659765469	0.170613055926149	0.650172862925945	0.767987738117334
"PIH1D1"	-0.157833485531286	6.90676188166718	15.3257578988399	0.170589294990991	0.650172862925945	0.76804822564336
"ARF3"	-0.136854262970203	7.31231049404493	11.4506534797842	0.17051834176874	0.650172862925945	0.768228899366376
"NUP58"	-0.112028062903222	7.88818837525505	9.10084978506637	0.169774686617827	0.647972298487864	0.770127062512073
"PSPC1"	-0.177661059377419	6.57826025378475	16.8788860803131	0.169657542976208	0.647726342798818	0.770426826852223
"DNTTIP1"	-0.342273046334771	4.77246688775262	29.5565901487775	0.169503890944526	0.647481582366544	0.770820328160946
"AGK"	-0.190693626208972	6.38116679823865	16.5514038894624	0.169333372760021	0.64700111938056	0.771257441316899
"FAM53B"	-0.259786061436024	5.52058583897284	22.9981465613405	0.169304710785881	0.64700111938056	0.7713309577809
"PDE3A"	-0.791615708265882	2.77761867442172	36.4957213804713	0.16917241443877	0.646727850281124	0.771670452371053
"H2BP1"	-1.14295754962377	2.13586164509089	38.7033718961475	0.169140337226347	0.646727850281124	0.771752807862079
"ALDH7A1"	-0.300152775653627	5.12762706134266	22.4005671899579	0.169091340621642	0.646727850281124	0.771878632594639
"NBPF1"	-0.149887670090736	7.06331651949028	14.302994208126	0.16907200454307	0.646727850281124	0.771928298250924
"PABIR1"	-0.354934398329675	4.67908585577176	32.4232543412263	0.169036746368501	0.646727850281124	0.772018875206838
"ZFY"	-0.227304183839698	5.89339541634202	20.7652907517313	0.168788313897966	0.64645566620561	0.772657625158918
"SENP7"	-0.21838440188348	6.00785711762325	17.3943500312866	0.168310099944675	0.645650043872649	0.77388982211907
"SNRK"	-0.281562015761635	5.30849691962369	25.2917828222958	0.167996236282836	0.644617025503414	0.774700447916433
"CERS5"	-0.301231886021172	5.12518297111205	25.7148471315742	0.167951422048207	0.644616100228549	0.774816314626278
"SPRTN"	-0.225018074306814	5.92926543176719	22.3345962228512	0.167611757239601	0.643654071481441	0.7756955207583
"TIPRL"	-0.183846559167052	6.49877376981424	15.3348990649975	0.16707769932753	0.642798001509642	0.777081513633381
"ACAP3"	-0.20465206053745	6.19800637782191	19.2508794748635	0.167054054783357	0.642798001509642	0.777142978579183
"EPHB2"	-0.665716081137755	3.15066008455185	37.6488979861908	0.167042557506751	0.642798001509642	0.777172869356911
"VEZT"	-0.126298739521019	7.56812769830355	11.2964894613305	0.166523126900022	0.641859664506429	0.778525442712746
"TIAM1"	-1.33893200058339	1.92502693268477	33.5932161210488	0.166451225681982	0.641753565932503	0.778713002520162
"ACAP2"	-0.128129275452291	7.52759050106041	10.2269812480602	0.166382955311431	0.641753565932503	0.778891165986036
"TRNAU1AP"	-0.246887943760747	5.68110477444163	22.3395370397216	0.166212439494037	0.64134586445111	0.779336476331376
"PRIM1"	-0.217635434633285	6.03291616519513	21.6006874449592	0.165992881861061	0.640669617687393	0.779910535060812
"AP5Z1"	-0.268470760309687	5.45186175090836	25.3446564629473	0.165975872246087	0.640669617687393	0.779955040345346
"TRIM69"	-0.296000738680747	5.1886378093062	27.9170579538631	0.165469495687031	0.63910451015082	0.781282056727194
"KIF20B"	-0.298723986294283	5.16544778886929	21.0697968746216	0.165239019102479	0.638441542682354	0.781887391761568
"AP3B2"	-0.380718163829147	4.51899199668313	29.0715385204876	0.165149633596857	0.638441542682354	0.782122385502931
"HOOK3"	-0.209878339709697	6.1402449499017	15.5299328196279	0.165144077097547	0.638441542682354	0.782136997691484
"CRTAP"	-0.153321760818776	7.02605121935648	14.5558815349615	0.165038060745948	0.638441542682354	0.782415888114654
"UBB"	-0.12788640932298	7.54408170927672	11.5769171671103	0.164757387632023	0.637944133851224	0.783155102768009
"CTTNBP2NL"	-0.425295401798383	4.23541240202189	35.8500032995453	0.164695207611439	0.637874154385816	0.783319037977716
"KCTD10"	-0.212938246103747	6.10264040952087	21.0673801719814	0.164673300670798	0.637874154385816	0.783376809520596
"ZDHHC4"	-0.224963809008082	5.94941875795349	22.6240962524334	0.164661806217646	0.637874154385816	0.783407125010649
"MAP1S"	-0.379259850580662	4.53231051040639	33.4135124525897	0.164629183068223	0.637874154385816	0.783493176887463
"KCNH2"	-0.361192297985838	4.6609663962208	33.4754844227751	0.164570167291094	0.637874154385816	0.783648889385674
"PI4K2A"	-0.450427403270798	4.09067335333463	34.7753186053488	0.164525520374094	0.637874154385816	0.783766726905477
"YWHAZ"	-0.0785497373465494	8.94839355395774	4.73681033854738	0.164425108226912	0.637874154385816	0.784031863609894
"TRMT112"	-0.16317358638239	6.85346994120581	10.0131916757996	0.164411363507827	0.637874154385816	0.784068168923753
"FOXK2"	-0.177119443783046	6.62228522835983	15.5991655052569	0.164351920768006	0.637874154385816	0.784225215987154
"SLC20A1"	-0.195244732673897	6.34833081821037	19.2972254585985	0.164276004456716	0.637874154385816	0.784425868659283
"ATAD5"	-0.245279294630295	5.71261396095435	24.5166031436164	0.164174225840599	0.637874154385816	0.784695022940162
"AGGF1"	-0.165322902398492	6.82349324547515	15.6507751054611	0.163393167039572	0.635383700383513	0.786766109242144
"ZMYM3"	-0.208526057984514	6.17034662210301	20.2140967828399	0.163299441897127	0.63535963056241	0.787015299534074
"ARNT2"	-0.655872850821576	3.20385088075598	29.3744585134437	0.163225895408506	0.635245667222232	0.787210940307162
"TUBG2"	-0.511992731227539	3.78123256017226	36.3012739854827	0.16315118293249	0.635245667222232	0.787409772999671
"ARHGAP35"	-0.120465844301464	7.72651265610409	8.21778380213001	0.16302143362601	0.635245667222232	0.787755291954645
"KHDC1-AS1"	-0.539940690016682	3.6543895543543	40.609269733382	0.162899682359273	0.635001403309922	0.788079762528504
"COPE"	-0.176218876275511	6.64722653441577	13.8220132416423	0.162788166440734	0.63473778998811	0.788377168465735
"RRAGC"	-0.250033298026454	5.66972145915509	24.201344048638	0.162628090816354	0.6345408381782	0.788804436399727
"LEMD3"	-0.141884522590365	7.26415333509233	13.9975162356005	0.162397965618665	0.634242338314106	0.789419415526628
"RNF19B"	-0.416653631949517	4.3022793322276	36.9084207393651	0.162380184753757	0.634242338314106	0.789466968796526
"TMEM116"	-0.305331180197488	5.12457235999921	26.333372126012	0.162367283660291	0.634242338314106	0.789501474831219
"PRIM2"	-0.255494008168598	5.61207885845912	24.9979455836934	0.16231772321986	0.634242338314106	0.789634057645398
"SLC23A2"	-0.351818244801969	4.74646710894457	30.031626854989	0.1620732796559	0.63387474512527	0.790288579565656
"RUSC1-AS1"	-0.301515088965524	5.16391809161484	23.0796789554668	0.161557178927164	0.632667187014527	0.791673738982258
"DNAL4"	-0.310918633261919	5.08121520316377	19.2914831875042	0.161503618346488	0.632667187014527	0.79181774323808
"HNRNPA0"	-0.144802748005785	7.21310844232459	10.9134183795679	0.161420684178597	0.632667187014527	0.792040816273999
"GIPC1"	-0.19611828323793	6.35552986071441	14.7610055792066	0.161358797246363	0.632667187014527	0.792207351974359
"NPM2"	-0.274498780756421	5.42318981817013	24.8921612039464	0.161047074941543	0.632381970623022	0.793047158756637
"MGAT4A"	-0.275276225619716	5.41746271920601	26.852485108388	0.16074011600006	0.631691184128498	0.793875722594139
"CEP19"	-0.615415433520982	3.36410004062189	36.1286618065595	0.160117836651747	0.630144741753816	0.795560286269628
"LRRC10B"	-0.897587544643638	2.58071020948781	38.0758659206761	0.159792876735003	0.629679722981366	0.796442584619234
"UROD"	-0.184505187353728	6.53817068681259	16.7395477478458	0.159738362467599	0.629636467159013	0.796590771981492
"CNNM2"	-0.337342172059219	4.87498063589961	20.2222281897217	0.159476341374039	0.628775040608328	0.797303736260786
"ACADS"	-0.228240819889317	5.94552164525227	16.1913362647997	0.159181489485508	0.628126248550999	0.79810743585522
"FBF1"	-0.38583225211468	4.52248784688212	36.1837308160362	0.159036698700187	0.627897552989929	0.798502647981801
"NRBP1"	-0.229104997961392	5.93612490441315	21.0965877329676	0.159031873410624	0.627897552989929	0.798515824993393
"ELOF1"	-0.302781721542201	5.16917182726502	29.014524653803	0.159006865991778	0.627897552989929	0.798584122233247
"KCTD17"	-0.57134781611425	3.54370254627161	37.071901595327	0.158832450315103	0.627897552989929	0.79906076416931
"ULBP2"	-1.33849290337326	1.95292373087557	41.7969828550733	0.158407942469169	0.627127200654016	0.800223046963339
"SMCHD1"	-0.100055126365956	8.29088878184803	9.13750093717744	0.158196769058301	0.626470761633103	0.800802390588533
"SPAG9"	-0.11603072883608	7.87032491285884	10.8835946159431	0.157679228629017	0.625269263622935	0.80222551330358
"SHC2"	-0.305565713869788	5.15445220014993	23.8021173324151	0.157473899829995	0.624626313587873	0.802791417106881
"PPP6R3"	-0.129133778841203	7.56634117366681	12.8375975957556	0.157437861198302	0.624626313587873	0.802890818786239
"DENND3"	-0.778847193332697	2.86855814080785	43.8661022288705	0.157430662254589	0.624626313587873	0.802910677624438
"LARGE1"	-0.580650558404825	3.51417765967682	34.9962354795254	0.157377757872692	0.624626313587873	0.803056646282668
"TUG1"	-0.14731721493757	7.19211651820013	6.16569426333432	0.157285479349418	0.624564141227701	0.80331136974486
"HLTF"	-0.089855553144629	8.60581686788337	6.2947671037909	0.157168690290287	0.624271793182676	0.803633965856831
"ABCB10"	-0.180474048492093	6.61789516243259	16.3938697732621	0.157149887947771	0.624271793182676	0.803685924310303
"PIP4K2A"	-0.391295243657175	4.49848782513651	32.7541362690272	0.157037446211971	0.624093307809157	0.803996775972156
"DAP"	-0.261237482971719	5.58633891348007	21.007257916505	0.156967599304706	0.623987196576322	0.804189983866975
"PROSER3"	-0.483199908397649	3.9618892087557	39.3565553243901	0.15676041786628	0.623677899087248	0.804763587521201
"SLC30A4"	-0.445525564679498	4.16600225561824	36.9241747403971	0.156738011143355	0.623677899087248	0.804825668318041
"LRWD1"	-0.271589079851919	5.48241072279899	22.7520037056753	0.156542905587818	0.623155381395821	0.805366609515464
"USP37"	-0.186284045844578	6.53375749404263	17.8829909425495	0.156400729306422	0.622760833488291	0.805761226129008
"COG6"	-0.192580724125497	6.44077521530766	19.0605145276405	0.156296198363641	0.622516006812168	0.806051585319085
"MYH10"	-0.155253274345483	7.05178826333978	13.9186269620766	0.156028888666943	0.621622531102293	0.806794984805083
"WSCD1"	-1.01693115922707	2.37596016993362	48.5798587291039	0.156003550166494	0.621622531102293	0.806865518311086
"NUDT1"	-0.278834508721715	5.41511249288429	21.1397812303694	0.155767313261941	0.621607859932173	0.807523670920835
"POR"	-0.176189591094867	6.69786811239462	17.7363082784712	0.155390195651522	0.620445336695834	0.80857638649243
"SGMS1-AS1"	-0.489553645714495	3.93812956820465	39.0413002146235	0.15533508087103	0.620396558839227	0.808730452138829
"CYSTM1"	-0.272802161278157	5.47941551058782	24.2417804343207	0.155124896798859	0.620070828497817	0.80931849441957
"PRPF3"	-0.174086318911793	6.73888103648819	16.5757661859045	0.154346195790003	0.618078121539675	0.811504070216677
"TLCD5"	-0.660753712893676	3.23601324220438	41.042834715506	0.154333376478529	0.618078121539675	0.811540142291011
"SPATA7"	-0.522431663856092	3.78492868891162	35.0221840834522	0.154255820213722	0.618078121539675	0.811758440656041
"PSAP"	-0.0779204867289045	9.03866014682748	4.88926450872038	0.154166398430228	0.618078121539675	0.812010273279464
"TRIM68"	-0.366873528100607	4.68745546782545	33.3590838553311	0.153964144719214	0.617677801702013	0.812580406200108
"POGZ"	-0.239553775786319	5.84802299189886	7.02952025656113	0.153761724643106	0.61743777959635	0.813151758455553
"MEAF6"	-0.235741766777096	5.8935726470028	23.8189707530443	0.153552700891867	0.616855322305052	0.813742540197024
"NPHP4"	-0.362992369181033	4.7189896357239	30.6745145848765	0.153442601297361	0.616584301184338	0.814054047559272
"C1orf112"	-0.273981561464262	5.47903311187256	25.7161231442892	0.153408719498443	0.616584301184338	0.814149955103869
"PSMC3IP"	-0.415089114989768	4.36855019734623	37.2551783925013	0.153351249804998	0.616559848395851	0.814312680188817
"ATG10"	-0.266408373777867	5.55765008298181	26.904660022986	0.153181024607532	0.616046712423282	0.814795029864273
"TECPR2"	-0.340096727128826	4.89523982066642	32.8405620927192	0.153017490613178	0.615731482817967	0.815258924459275
"MAPRE3"	-0.573333625230644	3.56968622257495	30.3740602970183	0.152951224486629	0.615636128173013	0.815447041819823
"SEPTIN7"	-0.103774341251103	8.22479518290533	6.2706970620926	0.152605446803617	0.614423820812738	0.816429965237368
"GPD2"	-0.405666516190238	4.43355724763888	37.6842877255793	0.152483051842047	0.614423820812738	0.816778424517284
"SLC2A8"	-0.349913237620046	4.82370966012496	26.6203598551314	0.152345894278222	0.614103563121339	0.817169245519676
"RMND5B"	-0.232810738350285	5.93881919396604	19.1935055351684	0.152045880621169	0.613528885475266	0.81802534170025
"CCDC30"	-0.574503074637765	3.57125541341303	35.8046053532605	0.151869203875762	0.613017587869716	0.818530283693383
"SNIP1"	-0.338941656463296	4.91505089787454	29.8411337075558	0.15139421541873	0.612094812240893	0.819890718361173
"MID1"	-0.746214975557697	2.98876723391973	37.6582176996723	0.151355169352512	0.612094812240893	0.820002741652023
"AMOTL1"	-0.663088452393881	3.24479856361186	39.0256675119641	0.151344399161151	0.612094812240893	0.820033646451142
"C1GALT1"	-0.315718145810048	5.10787270901789	25.3890011686839	0.151131621520541	0.612094812240893	0.82064465799661
"CFL2"	-0.235184165769664	5.91772555043141	19.5357173843162	0.150987332139616	0.61198957326321	0.821059488552179
"CLDND1"	-0.222903534038833	6.06732902206853	21.8617445816968	0.150958695278037	0.61198957326321	0.821141866393719
"PNRC2"	-0.159497173666413	7.01063337214259	15.2208262148607	0.150916819079055	0.61198957326321	0.821262357135052
"CEP128"	-0.31551180993654	5.1125063088996	23.961525132496	0.150712878023897	0.611734392922142	0.821849636764585
"CEP135"	-0.282419503243664	5.4140964445122	27.8042779018328	0.150699963670678	0.611734392922142	0.821886852380962
"NDN"	-0.473298068133543	4.05157603564924	39.7602412947471	0.15058928984067	0.61157604877163	0.822205914778743
"NRGN"	-1.07641389175732	2.3046199769699	37.2322932130067	0.150573041345991	0.61157604877163	0.822252777422934
"ANKRD6"	-0.452176568411345	4.16779566090105	40.4970777505011	0.150430287076363	0.611445422062495	0.822664715699768
"TMEM18"	-0.249582543090148	5.75694958387195	21.7669811513056	0.150346839012829	0.611278039303777	0.822905698349742
"FAM229B"	-0.413568997983405	4.39761890490844	26.9922661756055	0.150277223001135	0.611278039303777	0.823106838937549
"CRAT"	-0.172369600279628	6.79527330458403	16.840100196552	0.150262507259376	0.611278039303777	0.823149368858253
"DENND4B"	-0.218384919482933	6.12968729878964	22.3843556161171	0.150218576966867	0.611278039303777	0.823276356444244
"ZNF714"	-0.181024456954535	6.65710381365138	17.5587829982952	0.150196077910739	0.611278039303777	0.823341407970753
"CACNA1D"	-0.472469149650926	4.05860757592045	28.7642274751277	0.150174919681989	0.611278039303777	0.823402591654143
"SCML2"	-0.263987584924242	5.60317953439214	25.2326352214695	0.150157296552596	0.611278039303777	0.823453559398823
"FUCA1"	-0.312657751868481	5.14147585769055	31.0257887920402	0.150035677303824	0.611278039303777	0.823805456852292
"SLC41A3"	-0.373070267345463	4.66929346579603	36.3722925728188	0.149953714125746	0.611278039303777	0.824042772956536
"EGR1"	-0.816004659433652	2.8127011368943	41.1612621854769	0.149918788464292	0.611278039303777	0.82414393609743
"TTC28"	-0.51570842850296	3.84384219906309	27.1738937676335	0.149754549770096	0.611275839338168	0.824619974213908
"SHISA3"	-0.782982247298104	2.89738174056469	39.7888374747891	0.149733708301305	0.611275839338168	0.824680419554661
"ELAC1"	-0.601087072677775	3.47934194913362	43.173647796008	0.149454009326986	0.611275839338168	0.825492429870399
"TCF3"	-0.210007059676134	6.24774354324348	19.6922856046459	0.148981377725152	0.610359400753864	0.826868013847102
"SMG6"	-0.295026666210931	5.30777994164914	23.4306394082386	0.148768357344521	0.609967107646873	0.827489432311865
"FAT4"	-0.483392233048843	4.011224660069	31.501372385009	0.148586695351054	0.609778884269847	0.828020076136037
"PLSCR1"	-0.381712664054867	4.61897291345756	32.6976578502144	0.148416558337731	0.609599621323563	0.8285176435749
"MAP2K2"	-0.178284905531269	6.71295953106302	15.5535853296943	0.148397501585915	0.609599621323563	0.828573410759043
"SZRD1"	-0.183620751287223	6.63192070959625	12.7740234662417	0.148021517053333	0.608668518517288	0.829675149075985
"PDK2"	-0.483407422995858	4.0149651096253	26.1255235255836	0.14797536157919	0.608651785881186	0.829810590152154
"ARPP19"	-0.0975653050492337	8.43552266719986	8.63463728375121	0.147820330377462	0.608187089023857	0.830265831411099
"AK3"	-0.244736835104417	5.82947936678115	20.9056824319626	0.147688906270065	0.607992303580325	0.830652125721505
"EXOSC10"	-0.175965685267083	6.75619973913049	16.2670684513975	0.147478827438807	0.607473313135865	0.8312703240011
"DPY19L2P2"	-0.535489208623187	3.76824898244088	35.7557830101437	0.147100980133847	0.606262289739441	0.832384433558648
"UNG"	-0.12140363125919	7.81562969224538	10.9535335565122	0.146954052531333	0.606003033878633	0.832818432948103
"SEC22C"	-0.157679026819929	7.07240187000554	15.4926079371429	0.146727620385374	0.60541365078838	0.833488125748644
"FRS3"	-0.731655580557508	3.05628697288122	42.9495633268044	0.146574748921661	0.60512818124609	0.833940841076513
"TRAIP"	-0.372183149619871	4.70069620920484	33.5242180539354	0.146128771062446	0.603976646786251	0.835264268093722
"ARHGEF5"	-0.509778146614416	3.89519246250859	37.5909086510226	0.146037139561638	0.603954473058025	0.835536682191514
"RNF145"	-0.332898144086882	5.00059978777031	28.2882912514175	0.145795102938942	0.603632630604919	0.836257063139527
"ABCA17P"	-0.767761600603361	2.95890319804155	41.3634401796436	0.145780517666733	0.603632630604919	0.836300511924646
"WRAP53"	-0.318101363941208	5.1235479368461	28.1432707776324	0.145754195930085	0.603632630604919	0.836378934043716
"ZFYVE1"	-0.472560656371121	4.08643177809698	41.5127091602377	0.145665066411718	0.603632630604919	0.836644588818197
"XRCC1"	-0.397147267169246	4.53317295073527	35.1593979827691	0.145636716255368	0.603632630604919	0.836729121884834
"NINJ2-AS1"	-0.609185338417002	3.47071255406519	39.0811006210623	0.145620145461155	0.603632630604919	0.836778539463893
"MYO5B"	-0.206397353887667	6.32003702284624	21.1945164260923	0.145572595676317	0.603632630604919	0.836920374107667
"RAD54L2"	-0.270329479226642	5.57037581064831	26.9927931038176	0.145398556325867	0.603632630604919	0.837439905600931
"CARD8"	-0.258831631025771	5.69061074250112	24.8648135628335	0.145354212196064	0.603632630604919	0.83757237836207
"RAB29"	-0.171656257746037	6.84187800712368	15.9185271293602	0.145274470079066	0.603632630604919	0.837810700071996
"FAM66C"	-0.746158779957813	3.02279324491939	44.904871330849	0.145056678317455	0.603165520939344	0.838462271758575
"MTPN"	-0.124001609755542	7.76891753375467	9.93245068134878	0.145010615325225	0.603147402598046	0.838600204603484
"PTGR1"	-0.206687500844049	6.32030913601088	21.3892757514653	0.144968739531147	0.603147402598046	0.838725637163528
"SLC41A2"	-0.315646077924446	5.15010802826695	30.4579195187531	0.144918256392327	0.603147402598046	0.838876899891064
"WBP11"	-0.175671241973298	6.7799592863617	13.7390361001826	0.144786208421185	0.603081263302759	0.8392728047952
"PASK"	-0.214750822659864	6.21513904864546	22.3711020511599	0.144657812288487	0.603067535692161	0.839658107179055
"CEP57L1"	-0.269140079194466	5.58770886352503	27.3030394698284	0.144644025165956	0.603067535692161	0.839699501117606
"ERCC6L"	-0.307860549080524	5.2202008829747	29.9133330111224	0.144585206023564	0.603067535692161	0.839876141834163
"HAT1"	-0.22135591818244	6.13115171450364	22.868366816062	0.144545894853852	0.603067535692161	0.839994237909863
"FKRP"	-0.449210431582509	4.22362870516867	32.6566308718823	0.144292927380309	0.602389025893904	0.840754955635414
"VASH1"	-0.813358984827924	2.8484193890809	42.2141559846827	0.144273105786074	0.602389025893904	0.840814618991616
"B3GLCT"	-0.248042708556816	5.81674599104145	23.0495702975913	0.144158376717774	0.602389025893904	0.841160116670801
"AGTPBP1"	-0.220098111794781	6.15024032728851	21.7797037140217	0.144089711475358	0.602389025893904	0.841367028269978
"CACUL1"	-0.17519664118334	6.79324610769649	16.9177714928775	0.143982274034911	0.602334870434736	0.841690971534483
"WDR90"	-0.188586151967444	6.58545806600365	17.3735073630012	0.143944750732557	0.602334870434736	0.841804168017241
"VPS18"	-0.232301819036601	6.00159402348869	23.2323948042933	0.143810279466346	0.601963606842922	0.842210069753178
"ZMYM4"	-0.177515128027732	6.7576818117786	11.5605168140731	0.143797566570308	0.601963606842922	0.842248463285747
"BORA"	-0.358609903797251	4.81595169663118	28.0477820160332	0.14364272504851	0.601667465717783	0.842716364460021
"ARHGAP44"	-0.48556378785356	4.03216305068725	31.3306575093018	0.143472495768821	0.601245793627554	0.843231346879132
"ZFP64"	-0.407831774599306	4.47819219566316	18.5948303368429	0.143462827835718	0.601245793627554	0.843260612916836
"SF3A2"	-0.378107265773348	4.67709232970586	32.1889508532353	0.143397519651061	0.601245793627554	0.843458360601088
"SYNM"	-0.451808233958605	4.2148262340468	39.2703239199777	0.143376567336725	0.601245793627554	0.843521821526802
"NUP54"	-0.201661142798112	6.4014771751007	20.631058071795	0.143261881260677	0.601234279394054	0.843869350149569
"CASP3"	-0.259735857187435	5.69598026070359	24.016262639447	0.143184087666756	0.601082228109326	0.844105243358501
"NID1"	-0.94157820043859	2.57122695529992	34.4244101119097	0.143159915287398	0.601082228109326	0.844178567268807
"WAPL"	-0.144558797580278	7.3456385792632	14.1940917653604	0.143022281344453	0.600751737671647	0.844596298820633
"PHF13"	-0.324130491370865	5.09222541523878	31.8152032911521	0.142878647660768	0.600322778172582	0.845032669011559
"SOS2"	-0.213941105897717	6.23850217438292	21.1335849625009	0.142839624160772	0.600322778172582	0.845151301192204
"CPNE2"	-0.447732868874777	4.24322481484927	41.3414915713148	0.142557476886167	0.599495850749562	0.846009999783855
"TIGD3"	-0.639768735690274	3.37612221516384	42.0068315163407	0.14252171086029	0.599495850749562	0.84611897292835
"MT2A"	-0.454230212195967	4.20729773934277	37.35026764236	0.142435532912051	0.599495850749562	0.846381655203259
"RGL3"	-0.39370536395039	4.57893842352483	33.1436902280908	0.142155673014671	0.598850959259588	0.847235804212681
"NDRG3"	-0.226392791289082	6.08645259790641	22.323790844434	0.141948159172027	0.598151013387486	0.847870235167815
"CLIP4"	-0.39125720718243	4.59682186631347	34.6933492429154	0.141930023431589	0.598151013387486	0.847925725532984
"LMBRD2"	-0.159320075417925	7.07736541040245	14.5439538037266	0.141908767963606	0.598151013387486	0.847990770429964
"SGTA"	-0.206092140912618	6.35035691608479	18.6176987519554	0.14185140291634	0.598151013387486	0.8481663646562
"FRYL"	-0.141301265072337	7.4204401718154	11.9691159738744	0.141658806168036	0.597977132166413	0.848756422546235
"MOSPD3"	-0.662130873511464	3.30508501434746	44.088535798173	0.141339061340482	0.597150308240156	0.849737797243758
"SLC26A11"	-0.374077083002622	4.71961343937978	35.564234882862	0.141275239508587	0.597150308240156	0.849933947755638
"BRF1"	-0.247904528944042	5.84039785583021	18.8974572260167	0.141001695134901	0.596421911389569	0.850775666186405
"ZNF530"	-0.440774755763276	4.29887740268256	39.9998675020474	0.140171793596451	0.593779870823632	0.853339369520852
"RUSC2"	-0.537175144710139	3.8037336384244	36.0359676996841	0.140122646575305	0.59374559471786	0.853491668512522
"C4orf46"	-0.272514604685309	5.5854464697144	24.7472979362438	0.140007456467784	0.593431370292231	0.853848834203338
"PPIC"	-0.339171339326774	4.98988713886232	28.5996458767139	0.139968646525751	0.593431370292231	0.853969236934826
"C6orf62"	-0.156694022342623	7.13829197913928	16.3469466582142	0.139958883693055	0.593431370292231	0.853999530092244
"PITPNM1"	-0.203547909977727	6.39897324629952	17.03736327457	0.139948347148459	0.593431370292231	0.854032226376401
"PGAP1"	-0.295292691414241	5.36570662363451	30.4294642566493	0.139940286628387	0.593431370292231	0.854057240892655
"ATF2"	-0.273292237253226	5.57942651289959	28.0748406029366	0.13976175893666	0.593431370292231	0.854611642286155
"KRBOX5"	-0.29861671252559	5.33849850626245	20.3468410052725	0.139482559094054	0.592770135062653	0.855480093198622
"PRAME"	-0.381175536088593	4.68337400990024	36.738554250086	0.139273480659016	0.592229661067537	0.85613157058171
"FAM219A"	-0.365497624474202	4.79494830025085	27.9030313842826	0.139236554557396	0.592229661067537	0.856246731977983
"DCTN4"	-0.158634191042483	7.10863223201603	14.4182704432687	0.139218227617943	0.592229661067537	0.856303899526867
"BCAS3"	-0.45044354046911	4.24967786881449	33.7724382301283	0.139201596113467	0.592229661067537	0.856355784989127
"ZNF43"	-0.160901095259824	7.06914761001269	16.7414826343091	0.139113339441756	0.592229661067537	0.85663122393906
"ARHGAP42"	-0.632126816819884	3.42594536376032	45.6235144505212	0.138756682421755	0.59090080718004	0.857746092392599
"WASHC3"	-0.321217869015715	5.148771960061	25.1966518966598	0.138192391633055	0.588671095080187	0.859515866967171
"DCLRE1B"	-0.36323712841902	4.81941749141569	32.1783734662715	0.138064967264493	0.588301578249586	0.859916505735831
"MCOLN3"	-1.86413589720458	1.64171247619631	49.9944668838006	0.137851218392552	0.587737122757394	0.86058939104661
"ITGB3BP"	-0.304859464744916	5.29320418326141	25.0310315540612	0.137825349725118	0.587737122757394	0.860670896846181
"NEDD4"	-0.290078667328172	5.43010559078789	26.5389765505728	0.137696938104835	0.587599031830076	0.861075716816125
"LZTFL1"	-0.312701099307661	5.22563238979724	30.487116739849	0.137625493062579	0.587467497246464	0.861301112096677
"PKN2"	-0.162080887094082	7.06063829813483	12.8423785878168	0.137507116428489	0.587135493885094	0.861674825138101
"CCSER2"	-0.255667245797049	5.78229563503022	25.9055140369568	0.137100919387705	0.58557397997194	0.862959632856963
"PAXIP1"	-0.196671224038789	6.51618740791026	16.6839817149597	0.13705635701208	0.585556583488539	0.863100816007445
"SV2A"	-0.640320979455596	3.40861123374793	35.3326007656193	0.136707989671107	0.584745805568325	0.864206103071705
"SANBR"	-0.397569658198019	4.59150446655439	37.2757413000226	0.136447954743602	0.583819621746144	0.865032969706249
"OBSL1"	-0.526087857320303	3.87843287769116	43.1268345825349	0.136376311401496	0.583685769602971	0.865261060185857
"PTPN6"	-0.282494912359972	5.5121611355704	28.2744049327716	0.136362805700622	0.583685769602971	0.865304071627933
"TRIM9"	-0.849055353150787	2.8054039166618	41.5640667185646	0.136079882755733	0.5829346162362	0.866206073576558
