"22Rv1-CCS1477-1"	"22Rv1-CCS1477-2"	"22Rv1-CCS1477-3"	"22Rv1-Control-1"	"22Rv1-Control-2"	"22Rv1-Control-3"
"CRAMP1"	12.528110994117	14.5163359907302	13.5577698591322	12.2358874423061	12.4767257326919	12.0863469726897
"TEAD3"	8.88621826326904	9.24080295846957	7.79009980856216	8.46392214054256	7.85248472686905	7.58819195049125
"DNAJC11"	45.2565870020041	38.3769167640919	44.8305263021582	55.7514871431391	56.4506402031586	54.4081185728522
"MYLIP"	18.2580222239845	15.4473124081879	17.1157481370813	16.8818447042344	17.2318414839626	18.7749079187412
"E2F2"	84.6375870649068	78.2020190664514	81.4215239606449	75.6693039195246	73.4207321962256	78.0723254287657
"PSMB1"	179.132563787975	162.093338461811	170.595695326926	163.344497397101	165.905552312683	161.855352016149
"SYN1"	1.16540567387135	1.20682128188968	1.27338169947651	1.24198857497092	0.959748133283994	0.97785978743444
"JARID2"	19.9575721650469	21.4124576015284	21.1980600559913	21.3438036587595	19.5003370717248	20.0265684466573
"CDKL5"	3.69045130059261	3.68942506177703	4.08231191890998	3.49596784065888	2.57386999380708	2.89446497080594
"NADK"	76.9653330452537	72.0299902247871	75.3167822837428	78.4752781074218	82.0148404806323	86.6774915581888
"DLEC1"	1.21396424361599	1.55162736242959	1.72281053458586	1.14998942126937	1.39599728477672	1.68191883438724
"CYTH3"	79.8788472299321	82.5810562893083	80.2230470670199	72.1733360788657	70.5851127115229	79.0110708247028
"ADAM22"	52.6374896031893	55.9965074796813	53.3322217663102	52.0255214182263	46.6350342945723	45.1771221794711
"SYPL1"	65.068483457817	67.4785499616602	67.2645156547002	57.4994710634685	62.121879172564	53.9387458748837
"CYB561"	117.900207339985	118.302966233243	120.222213391753	141.31070008558	149.066335065064	151.529152660841
"SPAG9"	212.200949784075	216.400296146847	213.703411094498	199.086168610153	199.453112062474	193.264208388543
"CELSR3"	122.416154326236	134.922619315267	128.162122812018	110.39898444186	115.257025824378	122.740960518771
"AASS"	32.6799174381424	32.2738491385355	32.2090665161705	25.6677638827323	23.6010790957564	23.1557197664475
"PLEKHG6"	19.8604550255576	20.2745975357467	19.5876067301827	17.3878400495929	19.369462326277	18.7357935272439
"SS18L2"	18.1609050844952	17.1023815947795	15.9172712434563	19.411821431027	20.4600852050088	18.8140223102386
"MPND"	9.37180396071544	9.10288052625361	9.99979158118316	7.95792679518404	7.50348540567487	8.48782295493094
"MGST1"	82.1125414381855	78.7537087953153	80.560118693352	102.395058069825	121.888012927067	111.006643069558
"CRY1"	56.9592023104622	52.3760436340122	59.5493206519896	42.0436132416082	44.8900376886014	40.7180815487701
"NFIX"	53.220192440125	59.5824907172963	51.5719588287985	66.5153881262204	59.9406334151004	63.9911444897098
"ST3GAL1"	126.155164196574	118.716733529891	127.899955991537	173.92440007278	181.479647020974	180.043544062429
"PKD1"	75.7513688016378	82.1328083846064	78.1257125031763	67.9873745854452	75.8201025294356	80.5756464845979
"MAPK8IP2"	174.907968220192	162.851911838999	172.618125084918	136.5267440931	133.230490865878	151.607381443836
"MED24"	57.6390222868872	52.0657181615263	53.4445789750875	46.1835751581779	47.9001568339012	50.2228786826328
"RHOBTB2"	26.0273933831268	28.9637107653524	28.2765642089636	20.009815930087	22.0742070655319	25.7372696052745
"HEATR5B"	97.0685809195345	99.2007093713319	99.0616057386871	102.901053415183	102.649425346238	100.876015671737
"SEC62"	98.4282208723844	96.1319352545267	97.8256764421364	95.1271249274023	95.7566887526531	82.8442811914458
"RPS20"	480.681281902187	445.386014233401	452.200312925863	522.923189639608	512.592753003952	527.574912516629
"CSDE1"	683.898896283504	673.302833470281	676.502754048357	745.147145405701	744.982676004126	694.31956346995
"UBE3C"	266.537989328327	259.19073074185	261.754844048274	274.341476338021	276.363837470641	278.455353069831
"REV3L"	84.7347042043961	81.8224829121205	81.4215239606449	94.161133813536	84.1088364077973	84.0177129363671
"TENM1"	8.49774970531193	7.75813681214796	7.9024570173395	16.0998518977712	14.8760960659019	14.9025831605009
"MASP2"	2.71927990569982	2.58604560404932	2.209691772621	1.74798392032944	1.65774677567235	2.07306274936101
"FAM76A"	23.6480234656395	21.4469382095824	25.4676339895301	17.1118425884882	21.288958592845	19.7527677061757
"TRAF3IP3"	7.2352268919513	6.41339309804231	7.41557577930436	4.7379564156298	6.32561269664451	5.78892994161188
"POMT2"	35.3506387740976	37.0321730499863	38.7632370281819	34.6376813686334	33.8965590709847	37.706273403472
"VTA1"	90.6102911434975	88.1324341860008	93.8557217320037	89.0551807831	90.3908241892926	83.8612553703776
"MLXIPL"	3.73900987033725	4.13767296647891	3.78269269550374	3.31196953325579	3.09736897559835	3.09003692829283
"BAZ1B"	264.352853689818	285.120147998451	279.207663811687	278.297439947188	261.225991913844	255.377862086378
"RANBP9"	59.2900136582049	57.5136542340569	55.6542707477085	58.005466408827	61.3802556150264	60.3535060804536
"ETV7"	1.45675709233919	1.79299161880753	1.42319131117963	1.51798603607557	1.22149762417963	1.5645756598951
"SPRTN"	57.6390222868872	56.7550808568691	54.1936270336031	49.7255425756876	47.2021581915128	47.0546129713453
"METTL13"	60.0669507741192	59.7204131495123	59.6991302636927	62.7434228244568	69.1891154267461	68.4501851204108
"DYRK4"	20.2974821532593	18.5850477411011	20.1868451769952	19.7338184689824	16.7955923324699	16.8583027353697
"ZNF207"	235.460504691757	236.916257938972	234.976375956341	237.817812318506	235.705416551519	219.040592385315
"UQCRC1"	306.647367937399	289.637107653524	296.548126366323	318.363071384212	331.59298004962	334.975648783542
"STARD3NL"	123.727235709342	108.372551113694	117.113663948913	170.658430116375	177.029905675748	173.394097507875
"CD9"	85.6087584597996	87.0635353363271	89.8483146189453	137.078739015309	135.106362217297	127.630259455943
"NCAPD2"	382.932881006228	392.147955398039	389.504990428108	275.813462797246	269.034851725563	268.833212761476
"IFFO1"	11.8482910176921	12.5164607235987	11.8724117274721	7.35993229612397	6.5001123572416	7.47084877599912
"GIPR"	0.971171394892792	1.86195283491551	1.19847689362495	1.51798603607557	1.2651225393289	1.60369005139248
"PHF7"	13.8877509469669	13.7577626135424	12.9585314123197	9.38391367755806	9.33573184194431	9.23099639338111
"SEMA3G"	3.54477559135869	4.03423114231694	3.55797827794906	6.89993652761622	8.02698438746614	6.25830263958042
"NISCH"	84.3947942161836	85.3050243255736	86.2903363409962	72.2653352325672	79.6154701474223	76.4295209858758
"FUZ"	15.0045980510936	14.8611420712701	15.6925568259017	13.6618743246801	14.0472226780657	14.6287824200192
"IDS"	11.5083810294796	14.2749717343522	12.3218405625815	10.3039052145736	8.11423421776468	8.99631004439685
"ZNF200"	17.7724365265381	16.0679633531598	16.6663193019719	16.145851474622	14.7015964053048	16.5062732118933
"CD4"	1.60243280157311	1.48266614632161	1.34828650532807	3.86396445546508	3.44636829679253	3.67675280075349
"LRRC23"	9.85738965816184	9.86145390344141	9.99979158118316	8.23392425628869	8.2451089632125	7.5099631674965
"SCMH1"	41.7118114106454	40.4112726392774	42.995358558795	38.2716479398446	35.5979307618063	42.1261996426757
"FYN"	5.34144267191035	5.3100136403146	5.6927652447185	3.81796487861431	3.88261744828525	4.10701110722465
"HIVEP2"	30.9803674970801	36.7563281855543	34.0442342595337	39.5136365148156	35.7288055072542	35.9852401775874
"FMO1"	9.61459680943864	8.99943870209163	8.12717143489418	7.26793314242242	8.85585777530231	7.8619926909729
"ELOA"	91.6300211081349	94.1665405954492	96.2901279221794	99.0370889597182	97.3271856980269	92.2708495423138
"LYPLA2"	38.8954143654563	37.1011342660942	41.1601908154318	38.4556462472477	41.8799185433016	43.4560889535865
"CLCN6"	18.7436079214309	21.4124576015284	20.2992023857726	17.8018362412498	17.9734650415003	16.6627307778829
"MRC2"	3.15630703340157	2.75844864431927	3.14600184576549	1.88598265088177	2.13762084231435	2.34686348984266
"TSPAN9"	2.67072133595518	2.03435587518547	2.09733456384366	2.48397714994184	1.83224643626944	2.19040592385315
"BTBD7"	61.8636178546708	64.651140101233	60.8601547543919	58.7874592152902	51.9136490276342	57.2243547606634
"APBA3"	14.2276609351794	12.5509413316527	12.921079009394	11.8218912506491	14.090847593215	15.0981551179878
"MKS1"	25.9302762436375	26.515587593519	24.643681125163	20.1018150837886	21.8560824897855	21.6302584980498
"ABHD5"	36.3218101689904	32.1359267063196	33.4075434097954	30.9577152205714	33.7220594103876	31.2523988064047
"ANOS1"	8.8376596935244	11.0682751853311	10.2619584016636	11.637892943246	11.2988530236616	12.9077491941346
"AKAP8L"	60.3097436228424	60.2721028783762	63.556727765048	56.3954812190499	57.1050139303977	55.620664709271
"MBTD1"	31.4659531945264	37.7217852110661	35.1678063473071	42.9176052017729	41.9671683736001	36.1025833520795
"UTP18"	69.6329890138132	68.9267354999279	67.3768728634775	72.7713305779257	73.2026076204792	72.0878235296669
"RNF216"	105.857682043314	103.476304770027	104.71691858048	88.8251828988462	87.6860794500377	91.4494473208688
"TTC19"	87.0169569823941	86.0291170947074	85.0169546415197	89.3311782442047	87.8605791106348	82.9225099744405
"PTBP1"	253.038706939317	238.398924085293	250.219503947134	224.845931646587	232.782547236518	237.424356389082
"DPF1"	2.23369420825342	2.06883648323946	1.8351677433632	0.505995345358523	0.392624236343452	0.391143914973776
"SYT7"	22.3855006522788	23.4123328686598	21.6100364881748	30.635718182616	27.3528217985938	33.0907752067815
"LARS2"	90.804525422476	92.5459520169117	95.3163654461091	103.131051299437	106.401168049076	101.775646676177
"PIK3C2A"	172.674274011938	171.334141420281	169.247408821598	174.936390763497	173.452662633507	165.805905557384
"PLAUR"	3.49621702161405	4.37903722285685	4.34447873939044	4.23196107027128	3.88261744828525	3.83321036674301
"ANLN"	443.825327466006	447.144525244154	434.223159521489	317.765076885152	293.944678275798	287.72546385471
"WIZ"	19.132076479388	20.5504424001786	21.0107980413624	18.3538311634591	18.6714636838886	19.0487086592229
"RABGAP1"	86.6770469941817	87.9600311457309	87.4888132346212	78.9812734527803	73.9442311780168	78.7372700842211
"QPCTL"	15.7329765972632	14.9990645034861	16.5539620931946	14.0758705163371	16.5338428415743	16.9756459098619
"PPP5C"	80.6557843458463	79.995010685259	80.2604994699457	76.7732937639431	76.9107254081674	77.4464951648077
"CEP68"	27.1442404872535	29.7567647505942	28.9132550587019	21.9877977346704	23.8192036715028	24.0553507708872
"MAP4K3"	66.2338891316884	63.3408769951813	64.755204658673	70.7473491964917	71.2831113539112	66.1815504135629
"ZBTB32"	5.92414550884603	5.41345546447658	5.54295563301538	6.11794372115305	6.32561269664451	7.19704803551748
"LDAF1"	9.37180396071544	9.10288052625361	8.42679065830041	10.6719018293798	11.8659769206021	12.0081181896949
"GABRA3"	4.71018126523004	5.65481972085451	4.86881238035135	4.23196107027128	4.23161676947943	4.41992623920367
"BRCA1"	195.739594640642	195.332644625859	197.673782642265	163.712494011908	159.536314700889	155.205905461594
"ERCC1"	27.7269433241892	28.9981913734064	30.5611607874362	34.4536830612303	34.9871819497165	35.3594099136293
"SEMA3B"	10.100182506885	8.62015201349773	9.17583871681601	7.95792679518404	9.72835607828776	8.25313660594667
"MBTPS2"	17.6753193870488	17.7575131478053	17.8647961955969	22.8617896948351	19.7184616474712	18.6575647442491
"PRICKLE3"	7.72081258939769	8.68911322960571	9.17583871681601	9.42991325440883	8.68135811470522	10.0915130063234
"EXTL3"	88.6193897839672	92.2011459363718	89.6236002013906	68.6773682382068	65.9172467905507	79.0110708247028
"NR1H4"	2.91351418467837	2.93085168458923	3.22090665161705	10.9478992904844	10.7753540418703	8.87896686990472
